[2026-08-18T23:52:55Z] [SUCCESS] catalog: deploy_corrected.sh: deploy (200 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: deploy_generic_fixed.sh: deploy (185 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: deploy_generic.sh: deploy (144 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: deploy_verify.sh: deploy (200 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: diagnose-and-boot.sh: boot (142 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: diagnose_pages.sh: automation (61 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: diagnose_pages_v2.sh: diagnostic (58 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: emit_deploy_integration_with_citations.sh: automation (919 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: fetch_failed_logs.sh: unknown (43 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: final_correct_run.sh: unknown (14 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: fix_and_diagnose.sh: diagnostic (151 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: fix_and_run_patch.sh: unknown (18 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: fix_and_run.sh: unknown (14 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: fix_lockfile.sh: unknown (33 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: fix_pmos_boot_robust.sh: boot (183 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: fix_pmos_boot.sh: boot (145 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: fix_pmos_boot_with_vnc_handling.sh: boot (221 lines)
[2026-08-18T23:52:55Z] [SUCCESS] catalog: fix-pmos-installer.sh: automation (283 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: fix_workflow_and_rerun.sh: unknown (56 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: fix_workflow_master.sh: unknown (53 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: force_deploy_pages.sh: deploy (65 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: force_rebuild_and_verify.sh: deploy (77 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: force_rebuild_now.sh: unknown (57 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: force_redeploy_and_clear_cache.sh: deploy (23 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: inspect-environment.sh: fix (44 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: patch_and_run_final.sh: unknown (213 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: patch_app_jsx.sh: automation (168 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: patch_correct.sh: unknown (98 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: poll_until_live.sh: unknown (134 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: propagate_correct.sh: unknown (121 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: push_evidence.sh: deploy (37 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: push_text_change.sh: deploy (35 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: raw_api_diagnostic.sh: unknown (43 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: raw_diagnostic.sh: unknown (72 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: resolve-branch-divergence.sh: unknown (210 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: run_deploy.sh: deploy (10 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: show_workflow_logs.sh: unknown (34 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: simple_deploy.sh: deploy (58 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: trigger_correct_commit.sh: unknown (70 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: verify_and_force_deploy.sh: deploy (52 lines)
[2026-08-18T23:52:56Z] [SUCCESS] catalog: wait_and_check.sh: unknown (43 lines)
[2026-08-18T23:52:56Z] [SUCCESS] phase1: cataloged 77 scripts
[2026-08-18T23:52:56Z] [SUCCESS] phase2: identifying working vs failed scripts
[2026-08-18T23:52:56Z] [SUCCESS] test: audit_repo.sh: skipped (self)
[2026-08-18T23:52:56Z] [SUCCESS] test: auto_wait_and_diagnose.sh: syntax check passed
[2026-08-18T23:52:56Z] [SUCCESS] test: boot-pmos-auto.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-auto-vnc.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-auto-wait.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-graphics-fix.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-kernel-direct.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot_pmos.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-spice.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-text.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-uefi-bootindex.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-uefi-clean.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-uefi-final.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-uefi-now.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-virtio.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-virtio-tablet-fixed_0002.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-virtio-tablet-fixed_0003.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-virtio-tablet-fixed_0004.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-virtio-tablet-fixed_0005.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-virtio-tablet-fixed.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-virtio-tablet.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-vnc-fixed.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: boot-pmos-with-large-disk.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: capture_and_push_diagnostic.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: capture_and_validate.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: capture_full_raw_json.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: capture_full_raw_json_verbose.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: capture_full_raw.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: capture_raw_json.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: check_live_bundle.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: collect-installer-logs.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: connect-vnc.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: deploy_and_verify_generic.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: deploy_and_verify_realtime.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: deploy_and_verify.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: deploy_and_verify_v3.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: deploy_corrected.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: deploy_generic_fixed.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: deploy_generic.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: deploy_verify.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: diagnose-and-boot.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: diagnose_pages.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: diagnose_pages_v2.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: emit_deploy_integration_with_citations.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: fetch_failed_logs.sh: syntax check passed
[2026-08-18T23:52:57Z] [SUCCESS] test: final_correct_run.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix_and_diagnose.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix_and_run_patch.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix_and_run.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix_lockfile.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix_pmos_boot_robust.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix_pmos_boot.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix_pmos_boot_with_vnc_handling.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix-pmos-installer.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix_workflow_and_rerun.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: fix_workflow_master.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test_skip: force_deploy_pages.sh (destructive)
[2026-08-18T23:52:58Z] [SUCCESS] test_skip: force_rebuild_and_verify.sh (destructive)
[2026-08-18T23:52:58Z] [SUCCESS] test_skip: force_rebuild_now.sh (destructive)
[2026-08-18T23:52:58Z] [SUCCESS] test_skip: force_redeploy_and_clear_cache.sh (destructive)
[2026-08-18T23:52:58Z] [SUCCESS] test: inspect-environment.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: patch_and_run_final.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: patch_app_jsx.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: patch_correct.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: poll_until_live.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: propagate_correct.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: push_evidence.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: push_text_change.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: raw_api_diagnostic.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: raw_diagnostic.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: resolve-branch-divergence.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: run_deploy.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: show_workflow_logs.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: simple_deploy.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test: trigger_correct_commit.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] test_skip: verify_and_force_deploy.sh (destructive)
[2026-08-18T23:52:58Z] [SUCCESS] test: wait_and_check.sh: syntax check passed
[2026-08-18T23:52:58Z] [SUCCESS] phase2: working/failed identification complete
[2026-08-18T23:52:58Z] [SUCCESS] phase3: deduplicating by functionality
[2026-08-18T23:52:58Z] [SUCCESS] duplicate: boot: 26 scripts
[2026-08-18T23:52:58Z] [SUCCESS] duplicate: automation: 5 scripts
[2026-08-18T23:52:58Z] [SUCCESS] duplicate: fix: 19 scripts
[2026-08-18T23:52:58Z] [SUCCESS] duplicate: build: 2 scripts
[2026-08-18T23:52:58Z] [SUCCESS] duplicate: deploy: 18 scripts
[2026-08-18T23:52:58Z] [SUCCESS] duplicate: diagnostic: 11 scripts
[2026-08-18T23:52:58Z] [SUCCESS] duplicate: unknown: 21 scripts
[2026-08-18T23:52:58Z] [SUCCESS] phase3: deduplication analysis complete
[2026-08-18T23:52:58Z] [SUCCESS] phase4: generating consolidation plan
[2026-08-18T23:52:58Z] [SUCCESS] phase4: consolidation plan written to /home/owner/Documents/19fec7a3-8212-81f8-8000-0986b63a411e/repo/notes/consolidation_plan_20260818235254.txt
[2026-08-18T23:52:58Z] [SUCCESS] phase5: pushing evidence to GitHub
[2026-08-18T23:52:58Z] [SUCCESS] phase5: verified: audit_20260818235254.txt (183 lines)
[2026-08-18T23:52:58Z] [SUCCESS] phase5: verified: components_20260818235254.txt (87 lines)
[2026-08-18T23:52:58Z] [SUCCESS] phase5: verified: working_20260818235254.txt (148 lines)
[2026-08-18T23:52:58Z] [SUCCESS] phase5: verified: failed_20260818235254.txt (10 lines)
[2026-08-18T23:52:59Z] [SUCCESS] phase5: verified: duplicates_20260818235254.txt (144 lines)
[2026-08-18T23:52:59Z] [SUCCESS] phase5: verified: consolidation_plan_20260818235254.txt (134 lines)
[2026-08-18T23:52:59Z] [SUCCESS] phase5: verified: telemetry_20260818235254.txt (117 lines)
